"gamma_RefinedGrains","gamma_StarchyVegetables","gamma_Vegetables","gamma_Fruits","gamma_DairyFoods","gamma_Beef_and_lamb","gamma_Pork","gamma_Chicken_and_other_poultry","gamma_Eggs","gamma_Fish","gamma_Legumes","gamma_Nuts","gamma_SoyFoods","gamma_meatOther","gamma_AddedFats","gamma_AddedSugars","delta_RefinedGrains","delta_RefinedGrains_npersonas","delta_RefinedGrains_quintil","delta_StarchyVegetables","delta_StarchyVegetables_npersonas","delta_StarchyVegetables_quintil","delta_Vegetables","delta_Vegetables_npersonas","delta_Vegetables_quintil","delta_Fruits","delta_Fruits_npersonas","delta_Fruits_quintil","delta_DairyFoods","delta_DairyFoods_npersonas","delta_DairyFoods_quintil","delta_Beef_and_lamb","delta_Beef_and_lamb_npersonas","delta_Beef_and_lamb_quintil","delta_Pork","delta_Pork_npersonas","delta_Pork_quintil","delta_Chicken_and_other_poultry","delta_Chicken_and_other_poultry_npersonas","delta_Chicken_and_other_poultry_quintil","delta_Eggs","delta_Eggs_npersonas","delta_Eggs_quintil","delta_Fish","delta_Fish_npersonas","delta_Fish_quintil","delta_Legumes","delta_Legumes_npersonas","delta_Legumes_quintil","delta_Nuts","delta_Nuts_npersonas","delta_Nuts_quintil","delta_SoyFoods","delta_SoyFoods_npersonas","delta_SoyFoods_quintil","delta_meatOther","delta_meatOther_npersonas","delta_meatOther_quintil","delta_AddedFats","delta_AddedFats_npersonas","delta_AddedFats_quintil","delta_AddedSugars","delta_AddedSugars_npersonas","delta_AddedSugars_quintil","sig","logLike"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-577686.607795937
1.07092643813165,1.05748618815308,1.05851269789422,1.05803371840345,1.0537545826499,1.04350639376661,1.04519571873954,1.04901673701017,1.05182506857168,1.0404275667818,1.04529447347815,1.03891237749169,1.03334242931212,1.04708147344834,1.0473014639476,1.06284140210905,0.0656916716690465,0.0130103016504304,0.016782165440508,-0.00668010406549772,-0.0011562517621811,-0.00192178658308569,0.0126303642644475,0.00206230753424574,0.00157665882371883,0.00452199203308735,4.65641901852812e-05,0.000966785224205846,0.0210225836923009,0.00323820662128851,0.00605068490169882,0.00662023601713425,0.000567285551250749,0.000904423820897384,-0.00317745243465699,-0.000721441665558301,-0.000764389585022794,0.00148079765627061,-0.000117351974494988,-0.000184972636372873,-0.00465028565033381,-0.000933036636803145,-0.00126080639453249,-0.00651426694890906,-0.00110905485975058,-0.00147942207887462,-0.0055710599916076,-0.000709976472330923,-0.00127617780429726,-0.00651888008786812,-0.000698008801521617,-0.00148203003961906,-0.00506338088227179,-0.000487268422331047,-0.000971506365417316,0.000217077276100571,-0.000367392085977402,-0.000193454031366169,-0.00518928232139016,-0.00114250621083753,-0.00179204368176633,0.00109827926761509,0.000774559956134434,0.000158809255425813,1.00113179092705,-573291.037412565
1.71278537358039,1.02700292565201,1.24188068496162,1.1439616341572,1.11478380674446,1.04778649908076,1.01885061172757,1.04271803814353,1.03547801107522,1.00666280225406,0.986635200124752,1.03286722672853,1.02113633820292,1.0300276345553,1.01277565520191,1.29176096522131,0.0185107732717459,-0.00587231758094036,-0.0182067661105199,-0.0463366277527585,-0.00641445019357,-0.0176514866936932,-0.0805996256172123,-0.00333399327542485,-0.0145739728294352,-0.0617830959902213,-0.0051376097908388,-0.014522044244053,-0.0359425786318495,-0.00667382980318177,-0.0100670214171955,-0.0463292467160316,-0.0056911268618292,-0.0145698302129771,-0.0448922997054508,-0.00717443490764694,-0.0163281326656619,-0.0452520110667833,-0.00544338033383006,-0.0166070105346007,-0.0464094839462709,-0.0068514939752795,-0.0167842297458738,-0.0463446984503676,-0.00753250025184883,-0.017050679820104,-0.0402477971077902,-0.00687450211488235,-0.0169720870713379,-0.0500658370841746,-0.00692801760576147,-0.0177267837911937,-0.0526224368152652,-0.00636304212703785,-0.0165859261711841,-0.0471764572254324,-0.00619428214909518,-0.015568347009646,-0.0458523827448106,-0.00658781374125053,-0.0178079127607546,-0.0746895817976938,-0.00548504030308639,-0.0170939783498624,1.00463830423569,-568728.396060154
2.27646502544165,1.02058609921853,2.0884867844216,1.625825198373,1.45764034176065,1.09383024945738,0.914647227112054,1.07925816617463,0.98223758665642,0.854752792717376,0.706204004256004,0.981815592685678,0.977037516731027,0.979223457761268,0.89280910006578,2.37616789057305,0.725410927500313,-0.0506412024544567,-0.0865884231355324,-0.20143254711033,-0.0206801320541997,-0.0601721069459251,-0.37654076301458,-0.0286412122851429,-0.0676876919427549,-0.311960588388179,-0.022156853757713,-0.0576229285962028,-0.211480040180671,-0.0499689608004114,-0.0584541820853866,-0.22966741894622,-0.0276758173803238,-0.0581281794419583,-0.190924911113163,-0.0280206883727667,-0.0580277134350475,-0.2146495066383,-0.0221927164904622,-0.0642942037974082,-0.190038128536151,-0.0262723387907433,-0.0581663549915193,-0.182240359115612,-0.0283749698284337,-0.0587061833265599,-0.151102276822472,-0.0262656519189429,-0.0585730170319032,-0.204285170578524,-0.0265458474888833,-0.0615516259762031,-0.223073650649985,-0.025122954077452,-0.0580141196013023,-0.203268587208687,-0.0277019210972401,-0.058727951135983,-0.189089278674691,-0.0230486901695818,-0.0629921381837995,-0.347364307157081,-0.0269099143098533,-0.0694169667548265,1.02302028099151,-553931.287163348
3.58081191765214,1.52465613989761,0.839215122950796,1.36536077545656,1.23723454564435,1.24052273871572,1.12187873978568,1.34889873302285,1.242181738833,0.98914830247669,0.810716167282105,0.894976154188067,0.860207501098031,1.24908881841619,1.20540492838466,0.925851833751584,1.11368453900258,-0.011649962341589,-0.0451999997671699,-0.277880340469507,-0.0258439572179451,-0.0759357830537356,-0.235238705462259,-0.0354816255667969,-0.069936282662913,-0.271608310228636,-0.0344528615962575,-0.0619276240209316,-0.115898630916563,-0.0706557235664467,-0.0499556327217416,-0.25095462914248,-0.0406000434596829,-0.0732544860192548,-0.252039854519869,-0.0350010820428132,-0.067028286925852,-0.253453136815295,-0.0334056662503898,-0.0830600220749844,-0.251394588605111,-0.0316964589106615,-0.06856838015915,-0.244318018851436,-0.0309407769377883,-0.0728002358554881,-0.197575648506675,-0.0281326792756473,-0.0643268546314465,-0.232009508463363,-0.0277668944489199,-0.0636885069833718,-0.249203637509525,-0.0266929685193809,-0.0614796647813798,-0.257430435032501,-0.0410726586341075,-0.0764226463680194,-0.279491738872099,-0.0311815680059513,-0.0814538384854708,-0.306063277652954,-0.0280249372485057,-0.0691535013272546,1.02929464022507,-549808.229703725
7.30410366551668,2.99076249514774,0.882914348407753,1.7821718330371,1.58063321896677,1.8622563702493,1.84455381292222,2.19725533215388,2.16255228495231,1.55135872416795,1.37074510157721,1.22578347801052,1.1445130030573,2.13985880320276,2.1442754904193,0.98830751494554,1.64086074821981,0.132676920643055,0.0702034464699573,-0.308657784779885,-0.0305528924751112,-0.0850088891475559,0.056039810794858,0.0272666690500728,-0.00367954717989126,-0.163408622915976,-0.0168355098377727,-0.0356835822202645,0.0947158917006644,-0.0271855376382758,0.00791277635596569,-0.158047631886253,-0.0263278240794794,-0.0535934231565973,-0.299503642015033,-0.0461528600077641,-0.0787425680460103,-0.211573210742147,-0.0263654646770729,-0.0743468016273082,-0.294360904965032,-0.0381707443986068,-0.0810393036958013,-0.339195885697269,-0.0500284914971557,-0.0951201050895162,-0.265483966069883,-0.0387592422868945,-0.0813703775580399,-0.336676478180506,-0.0438586356439881,-0.091939422369059,-0.353169190404575,-0.0432805933936577,-0.0878505983351328,-0.233921649999968,-0.030581545850414,-0.0710421303029299,-0.319027613884961,-0.0399038659394934,-0.0945669060981624,-0.131520041581052,0.0212581713928465,-0.022356938503314,1.03991806819215,-516674.380199183
7.26247131608737,2.99652939387762,0.886406128628142,1.78964320218023,1.58679168702305,1.8727397654844,1.84593596462954,2.21079948730956,2.16559733493409,1.5657132288987,1.36858932902322,1.23459360846082,1.12051905526049,2.142236035125,2.15274264235524,0.992256048114303,1.63672911489183,0.130665637435723,0.0697207617401486,-0.308881177133315,-0.0306008532759934,-0.085076218806536,0.0575440870543679,0.0278650825694702,-0.00338593290992792,-0.162341358216139,-0.0164738268366082,-0.0354155688088799,0.0965038151575821,-0.0265469528418669,0.00839203041688653,-0.156097324667579,-0.0256490242414737,-0.0531509050749344,-0.299900279339614,-0.0463133754742733,-0.0788048119487579,-0.210102072028306,-0.0257860235863437,-0.0740409918178725,-0.294800324171269,-0.0383182276086051,-0.081185678746974,-0.33858729284123,-0.0497340216587654,-0.0950645226507489,-0.26609884245452,-0.0389081708152741,-0.0815332486860214,-0.337578295839685,-0.0440278478619569,-0.092253504982764,-0.354289805517868,-0.0435336377773261,-0.088157576203803,-0.23393120194753,-0.0306986545623695,-0.0709619232117977,-0.318550145749293,-0.0397032760138688,-0.0944715821295229,-0.130652784625333,0.0217353054864815,-0.0221627547252293,1.04000199454341,-516401.165526883
7.72320886037653,2.87427007633772,1.21478234012001,2.02447351627165,1.80222786047129,1.88163435919396,1.83045880920873,2.23710644460638,2.15831235196599,1.51086593148144,1.29377392881806,1.21441877181893,1.14391585332413,2.12908480979188,2.126833412258,1.4326534708702,1.53350819529126,0.108318365106382,0.0353503281811137,-0.407403664270052,-0.0430738212694569,-0.112770543977275,-0.110318000436178,0.0153803873232709,-0.0361503692029472,-0.27859295250311,-0.0319757838286255,-0.065918290866754,0.00169113930501073,-0.0479338949120397,-0.0287454768334859,-0.24357867615013,-0.0414410020593411,-0.0859523249481385,-0.401892147805953,-0.0603600265525934,-0.107118980260134,-0.303192750927527,-0.0399896883196079,-0.106590570199592,-0.39530316185213,-0.051654145314302,-0.109066092925185,-0.433807958887721,-0.0640864029195486,-0.123091913094407,-0.361058261268225,-0.0519864972374598,-0.109116603610837,-0.448034109990762,-0.0560870417370382,-0.119815956677826,-0.488663017810643,-0.0536358813093073,-0.114125874191273,-0.326391813596659,-0.0453339550445484,-0.102305081410281,-0.413247220295104,-0.0536487369309442,-0.124548136452875,-0.291320082495344,0.00730330676883407,-0.0534592391805589,1.04297231365468,-511672.473441724
9.23830975146333,4.49441218913865,1.61341056827901,2.99585930148014,2.94436780077516,2.19572341900994,3.20726130179259,2.33854178308755,3.62442325221632,1.1232672892165,2.45813458817763,1.18320195787625,2.89326247346852,3.70142475271519,2.37476463812904,1.86893787862004,1.37387003304276,0.22624010244176,-0.171705034643404,-0.407504167560662,-0.0313798628938607,-0.115742886025238,-0.148035378386745,-0.0343728193361507,-0.0270176687422535,-0.257532497287642,-0.0444008088410718,-0.0571507037616713,0.0313194944148351,-0.0749887435920537,-0.0138437202781331,-0.196586512558988,-0.0817542184358175,-0.0545878995220462,-0.392604467066554,-0.0299628311192643,-0.117537473889848,-0.242377114556591,-0.0808772851633628,-0.0610428898751767,-0.405627031172865,-0.0324279007529055,-0.102212612074597,-0.35515079635234,-0.0959987860874955,-0.0539737566900257,-0.343655594436049,-0.0424184351362937,-0.106549991269652,-0.405102145165066,-0.0668057907361494,-0.0823037028645136,-0.459733306921071,-0.0523279309628259,-0.101464804281891,-0.313776634097472,0.0238253137838411,-0.12652791163003,-0.350936801521432,-0.0529692152522069,-0.105807897390966,-0.272338663923293,-0.0349916090676081,-0.0382516734180486,1.05041872288628,-500695.396347227
10.2822699648659,5.35809836414391,2.17216635361359,3.51366717215357,1.705029172262,3.11406293331394,1.97070223916331,3.88283372843403,3.10163610623497,1.56305445897358,1.80198686345673,1.52333971291613,1.36654933747228,2.24328364550074,3.65794192939638,2.61110586825078,1.35926324141533,0.218610642023825,-0.23083304585766,-0.490153954856665,-0.0519455229348079,-0.13494544580606,-0.169564530764289,-0.0860532491076422,-0.0742785870086548,-0.294844379722065,-0.0829972564460875,-0.0734582819438659,0.139348929882636,-0.107434166229162,-0.0172451976198223,-0.337949554412597,-0.130100348109743,-0.0799913655211771,-0.341484361241692,-0.045113335372505,-0.136225441498723,-0.434844918953611,-0.1236512228498,-0.0799074312325463,-0.406913818100847,-0.0544489252451173,-0.119864472132413,-0.640447432036489,-0.132157392591271,-0.0510086623509643,-0.426986376538228,-0.0566510131486062,-0.116599448848525,-0.60478981971922,-0.0776940670932647,-0.100107909533042,-0.590710270463594,-0.05649171693029,-0.127604399054842,-0.256179442233579,0.0304890370253838,-0.141138528766044,-0.526932371981778,-0.0817387885035544,-0.127540354620382,-0.407300500241129,-0.0675214910173151,-0.0567401646721195,1.08828764054155,-492351.892959875
12.2512961558593,7.45747779481032,3.11876900541564,4.91209387273345,1.74698683378346,4.21057798137106,1.62816485990391,5.5922233315208,3.44354714506549,2.10587228045747,1.49935901361963,2.04240499204653,0.199454513416083,1.9163813798416,5.23572905588394,3.92258150330219,1.39532981575468,0.227891058245195,-0.240922464656085,-0.524157478028778,-0.057872755835331,-0.143779236516236,-0.198212625452937,-0.109107603332873,-0.094821490257774,-0.293785536513745,-0.100532554965725,-0.0726356542973058,0.159163663390322,-0.119205676699132,-0.0103892515730003,-0.357673506189919,-0.153794888062179,-0.0873063396245924,-0.322160449776475,-0.0404037197127314,-0.133886692373747,-0.481589148158244,-0.146442882769785,-0.0927331142740469,-0.390693811039083,-0.0542059012590169,-0.117093280313023,-0.721931704341552,-0.158178955103023,-0.0547200270216812,-0.434277752204651,-0.0547416360639516,-0.11545893987366,-0.65314495578502,-0.0707125435039428,-0.114560287438791,-0.634456071712905,-0.0499710878853268,-0.143817285529277,-0.206511668011702,0.0476012103505941,-0.136404831463435,-0.577996915420745,-0.0999651906034114,-0.13930995802475,-0.462021151471383,-0.0849449882806351,-0.0684030987272306,1.10077327964703,-484681.623057205
17.6772725006832,10.2150054271685,5.24973945166665,7.55469977716145,1.61858443751974,6.23701186853459,1.07327160984932,9.51206938130101,3.37034081800372,2.65638414797296,1.05430732730066,2.27074321991033,0.236162163636118,1.25088549185479,7.96080667552354,7.04408719587431,1.19838152794718,0.228400107558778,-0.250145699380094,-0.57861159683787,-0.0641183221880578,-0.155488892156369,-0.34174939132953,-0.121088167517884,-0.126811808029862,-0.37652566870785,-0.114202880346813,-0.0849367189549882,0.190137226192472,-0.126917275761008,-0.0215395890305695,-0.448899659030505,-0.179575865437112,-0.113593399280537,-0.243510647758643,-0.0448502343785161,-0.133429413152276,-0.625392938377098,-0.16484033527455,-0.119124750509657,-0.37679941029979,-0.0554452573368767,-0.12159034259897,-0.778354318975591,-0.186581239461991,-0.0641522863025083,-0.411540144843482,-0.059655795329179,-0.119180325491876,-0.67794092166447,-0.0687493491738327,-0.125959535866049,-0.786960177953003,-0.0493860970870896,-0.175766370170675,-0.148597226434852,0.0548926994551994,-0.133301199361365,-0.679538944706409,-0.11867554034429,-0.160150705992521,-0.56456443871503,-0.10564067094662,-0.0884764572873273,1.09617760100182,-479761.935583872
26.6122942108295,12.5062802881358,8.3942844345298,10.8588283199074,1.92459792492584,8.22097416143902,1.00993609855631,14.8486402286725,3.36296502193506,3.10114480102785,0.976469236218881,2.51425786071991,0.165689731667329,1.16240791418516,10.9017068673845,11.5810105233618,0.932586522299535,0.204909159097666,-0.272759228160339,-0.63238057082404,-0.072481216814409,-0.172573372968895,-0.466962767526176,-0.140073805507066,-0.166062045657109,-0.45611559663323,-0.133240134473235,-0.101765859170056,0.160304797476559,-0.141357637299312,-0.0424271654221326,-0.525369776792825,-0.202554620831529,-0.144901662235533,-0.264810733869975,-0.0488198955361781,-0.142449591611948,-0.752556383603134,-0.188345632962937,-0.152862118771608,-0.380893835421248,-0.0594391505320251,-0.133281177577416,-0.834713779778728,-0.210196633762076,-0.0786946380092216,-0.426233395577311,-0.0656859067390855,-0.129879850729501,-0.730506091337516,-0.0678577679765779,-0.141391442563244,-0.919075379607639,-0.0439020735981021,-0.212985048219964,-0.166687778360104,0.0594259970175061,-0.145243952503068,-0.761329805110894,-0.140404762005057,-0.187097305041215,-0.663808488298291,-0.130115438049768,-0.111316217379661,1.09144858668049,-474314.999960301
36.2522898285804,17.5452117786139,12.7892002206664,16.8552326276012,1.99576069861895,10.5636186133281,1.11214911344331,20.6971460866297,4.39625071616402,3.83750444240783,1.00087141097872,2.76966702382525,0.118809798133503,1.39627293900838,14.5312144380827,20.5935170059389,0.738445581523413,0.166822527157365,-0.304533160729211,-0.725197108069985,-0.080376791730836,-0.198061849089677,-0.48842053737944,-0.182347710249338,-0.228403903628955,-0.529773373723986,-0.172117734904815,-0.125864425907997,0.191083674995441,-0.166567073167778,-0.0621149995295994,-0.547810894064818,-0.24482235781773,-0.19006394774348,-0.347151038042676,-0.0553717896908973,-0.155020100766476,-0.814688583037206,-0.2288750993234,-0.202046128472283,-0.452946068644124,-0.0616400903584155,-0.148186207720023,-0.934309108731242,-0.248033403814635,-0.103072701174919,-0.482878262827955,-0.0674963220608749,-0.141215818271884,-0.83532073675582,-0.0614964905793187,-0.160411205030548,-1.1737674556279,-0.0433123044485351,-0.275230779569939,-0.247758124152946,0.0645244294317145,-0.167660758919852,-0.837654832667951,-0.178535044577847,-0.229037955419512,-0.78639634825441,-0.167888831230999,-0.145693985553673,1.10638617317259,-466026.422789567
39.0046177645704,19.3379374264383,22.044625724163,16.6258751668773,4.76347135310026,11.0744138310583,1.17288174921614,30.1511151190165,3.65817036275675,3.42525529326346,1.31001685488398,3.36136775608039,0.0612753846977751,1.03784333103089,15.7664505271504,25.7683600583381,0.529756988284429,0.1110096088872,-0.361172564853648,-0.963920003253386,-0.109269350503025,-0.256057763963598,-0.564802695206596,-0.258690859517393,-0.345107167735463,-0.645257006038248,-0.237605188627838,-0.187686556233742,-0.17448063495964,-0.241884667943484,-0.138823406963914,-0.579579829915796,-0.320981396730919,-0.273548935613678,-0.598265295575421,-0.0896051290800214,-0.202443003948452,-0.988096881080603,-0.304512303932391,-0.30056958195509,-0.600540669428856,-0.0937548066513475,-0.198915748913196,-1.12584271768315,-0.306664631359908,-0.157887284859047,-0.757863453923925,-0.0898530988614391,-0.188466148856674,-1.18077217018164,-0.0789913037674373,-0.216617302080185,-1.47708296621814,-0.071183047766774,-0.367158214734716,-0.360463773872194,0.0332121011552997,-0.226166543730704,-0.99902514625879,-0.243179110623289,-0.313949473058138,-0.991081082664501,-0.218330990665725,-0.216962931797221,1.14244684320691,-457948.69488204
38.9131003135356,24.2408593155271,30.9398004759504,24.9415418850105,5.98461197825158,13.2445674996826,1.75275271476972,36.8346604526692,4.35384112374906,4.10023611099816,1.66256299653757,4.16791668928261,0.0191503326985514,1.52873832365531,17.4106655375578,42.7347880398069,0.431408962249534,0.0403260142197179,-0.40791182999336,-1.24544661143835,-0.133440843539499,-0.328806551599779,-0.446437012000777,-0.35477273354518,-0.487087492013841,-0.803321778195119,-0.324694696896737,-0.26031775688421,-0.362306250076994,-0.337517242176132,-0.229763240924806,-0.56758023338726,-0.407196024518786,-0.373953618645904,-0.956702597018397,-0.122660262239772,-0.259484421534956,-1.03145292957196,-0.388083474581786,-0.415120816142579,-0.837978283386228,-0.118120047576569,-0.255178799959623,-1.396314206721,-0.383205060316138,-0.229618190099323,-1.02885614366616,-0.109080568485051,-0.244009915660626,-1.52331986558202,-0.0931483149408226,-0.287744179864832,-2.02307279963717,-0.0772855261731564,-0.510908219361765,-0.68506394006587,0.0167076529060574,-0.303256140369891,-1.09430132069407,-0.324730125809361,-0.420781401209488,-1.23519704164714,-0.280329727207491,-0.300709021431859,1.18405126031478,-448011.749522967
29.4939304819767,30.3373494495634,36.9533041441048,23.5760095970467,7.68207377939922,13.4928051745295,1.24660139078034,39.3939610667332,6.01133216009878,3.90828080114049,2.48678992570825,4.65866373595831,0.0173321777531307,1.17264827553492,19.3793705808445,42.9261503494444,-0.0578544249430917,-0.0666423757327393,-0.556866903611098,-2.04808871492258,-0.226710652855654,-0.487843084462994,-0.698118824189122,-0.522489039116867,-0.713243425730098,-1.35619540239192,-0.459762123680023,-0.437699839775184,-0.877856158030821,-0.495532284579403,-0.426917488855891,-0.871755276391527,-0.56504615154975,-0.58336479855667,-1.52472817999223,-0.244903860688007,-0.417617549753534,-1.37585833084799,-0.54180517562847,-0.630629095859275,-1.66164286972496,-0.211067459168387,-0.402569832397609,-2.05301512832614,-0.512081685847867,-0.400511795750174,-1.88958556015043,-0.194014596021609,-0.390289483570048,-2.38876516090991,-0.179124946407878,-0.436077681335443,-3.41876463384289,-0.126551248940423,-0.763145676157627,-1.30272588485154,-0.0946121370317051,-0.466026141147194,-1.64377294760152,-0.469638584292293,-0.619251845598079,-1.89817831373186,-0.378788065926304,-0.477876035470145,1.21148591294618,-438869.973310206
24.9185975182433,38.5157222804907,41.4231757703203,38.1815323689608,11.798934608265,17.619946587734,2.62688899824692,40.6612037530087,7.38289998452129,6.35230661993928,2.37310767518652,6.00111142963743,0.00502711285646558,2.59625496195598,20.527446183562,65.6349509665517,-0.164794597607356,-0.109525926572734,-0.57770549273952,-2.34687022967742,-0.25234417536979,-0.554963893296368,-0.642560162822772,-0.575373566681098,-0.791951541373996,-1.49578915292619,-0.52230584331011,-0.517385149321442,-0.915965679256942,-0.566744337994018,-0.509980946804511,-0.87160978791093,-0.609820493920936,-0.669842644580263,-1.99277319969799,-0.275232355845427,-0.482066667955545,-1.33286087382143,-0.575040682283991,-0.707388628668994,-1.89546812186847,-0.241181195660174,-0.460415571409601,-2.25881021462693,-0.577157817665823,-0.485446431788322,-2.11862288162665,-0.219129511018995,-0.446163790725335,-2.70629980868441,-0.202303008634964,-0.474563056572772,-3.22394516360424,-0.147842934935193,-0.745053926867443,-1.70207872964647,-0.124696167681745,-0.555614868968653,-1.64250099455567,-0.526458267642316,-0.703813097968935,-2.09736644289711,-0.41373809258582,-0.543994898381481,1.17523371056213,-431621.914823487
22.5109415218522,53.3712438591248,52.0590825979122,56.5612646853966,16.5290360109048,22.1166710804663,4.03979226209269,40.4729983719391,12.2268079433299,7.91550347334837,4.05305111618022,8.24913922357818,0.00477839654304661,4.10096474526531,21.9438676382005,96.7560798442753,-0.24153931642228,-0.146842493049144,-0.597169093342959,-2.64792322147763,-0.274429830434774,-0.622598356044191,-0.597516720399483,-0.630374501295215,-0.844352798443074,-1.57018784644016,-0.591782296901231,-0.590831618845607,-0.831811801025105,-0.63895576911851,-0.572622269919997,-0.745449293963543,-0.668931335955968,-0.747058516836944,-2.26087059113736,-0.331108287559731,-0.553095137202954,-1.15227677400715,-0.614493862810663,-0.771845536219481,-2.17277818195746,-0.26878300339248,-0.514371541422328,-2.28864102515441,-0.661468163942984,-0.56388073319687,-2.44120125855946,-0.235282056441504,-0.496079746935575,-3.0339519928733,-0.202847609423763,-0.516241995869294,-4.0337159077775,-0.117769095712065,-0.862226939242328,-1.96461366515443,-0.174715862463492,-0.640335916738478,-1.55154681550585,-0.59971540653687,-0.785369660797877,-2.23363892945074,-0.443042954632211,-0.602336674383558,1.14069544650058,-424225.536813182
20.4162759323559,75.2464617567608,59.1326858786352,68.6546845696404,19.2145183589965,28.3701286405136,6.19534875466209,56.0126892318577,16.6275127572119,11.9176553132957,6.88485056339223,11.9278361395695,0.00174756965470659,6.44978702457692,32.5195355632807,102.119161523475,-0.389712247092825,-0.18739328006997,-0.654980378896325,-3.02253534174131,-0.304377904941505,-0.696715924896019,-0.795105964089056,-0.655072893892863,-0.872020958893011,-1.65510658397163,-0.622722831607604,-0.672608856505145,-0.796925707989721,-0.650279125742102,-0.632020193813921,-0.658415806666703,-0.694155886298001,-0.824459997613194,-2.39596074620518,-0.399347402455211,-0.633854407277323,-1.13612135320518,-0.657748095591775,-0.820820400680988,-2.45497953829424,-0.30966034202212,-0.580871699460416,-2.27874586103218,-0.740320671336368,-0.648040195931746,-2.84845449621835,-0.258625479280355,-0.560406225910101,-3.57626306422075,-0.229511682188127,-0.528336610928109,-4.16979255622984,-0.0885122592094069,-0.808506774382487,-2.13297452444997,-0.242587919988269,-0.722990527459385,-1.53119206208087,-0.661980985129101,-0.866048939922614,-2.45565060734893,-0.454115518819525,-0.653710821917572,1.06799020583039,-417257.176664352
23.8110511889684,104.11137406357,69.5697385866277,85.170650571938,23.6634838530354,35.6425276148606,9.79490531095719,57.9619003858525,26.2020543920593,13.2945424703028,11.138916961151,17.0960534698336,0.00529867093668727,9.94167337595225,31.1742238470514,124.698938005945,-0.618763461482288,-0.205156744152232,-0.72304502475883,-3.35200890409514,-0.331507676369345,-0.763054378373415,-1.0112168390528,-0.674771874317256,-0.900638262708892,-1.75109599729445,-0.65042116542365,-0.729424547704989,-0.834375902356933,-0.661232672475454,-0.683072120944749,-0.576509010007972,-0.72455221343196,-0.876584765327442,-2.37678972183528,-0.490164778132769,-0.704702684150014,-1.14411559090896,-0.680978014554343,-0.855676420419107,-2.6961279672483,-0.35197075605519,-0.642127334847725,-2.05947750222688,-0.836556274176231,-0.685284314163388,-3.20954473839749,-0.284254720358395,-0.619246992255641,-4.10305208552483,-0.170119443908078,-0.574535542688415,-5.48207529048932,-0.0266991303873474,-0.995513826178829,-2.20124470467747,-0.319986808763624,-0.782264201433838,-1.43383109240396,-0.722283682512691,-0.91012576219865,-2.63978226436253,-0.46955187525583,-0.704093650360379,0.986023257160217,-411149.26261445
26.2826366629458,130.281025195428,86.752465352235,102.848380752951,33.2039314482144,54.4393948763431,25.4562237632424,55.1057993254616,46.2343483078469,19.4838972970083,22.5129900826303,27.4794234532774,0.0201283330793335,23.1411426616681,24.4724645785913,146.021460787634,-0.877410585331826,-0.19990776231648,-0.813297443461209,-3.73930477443572,-0.348750157131181,-0.862698992425385,-1.23461563361595,-0.701927983926027,-0.946699825211515,-1.83726374939345,-0.675931626755864,-0.803787229672381,-0.899400502122547,-0.677665619224288,-0.760246626193344,-0.523049122175907,-0.774835869588938,-0.950399425244011,-2.5004550281523,-0.664938683775594,-0.813241825126611,-1.14163257205642,-0.713851667343631,-0.905788959040734,-2.97932295036918,-0.396776286931258,-0.734784023294368,-1.80784812471826,-1.02348994937766,-0.714711199221726,-3.71344239691759,-0.317318409520442,-0.698078693679173,-4.65265879981478,-0.226143718984267,-0.580861885955963,-11.3501449245983,0.885152912441378,-1.45631544287546,-2.37836202588441,-0.408816977051231,-0.900711313501474,-1.28357089313845,-0.819199048870123,-0.9544086336692,-2.84189621749014,-0.490941926265643,-0.766225570195204,0.911426612088122,-407844.564028768
